Trial Type,Experiment,Tank,Substrate,Plate Position,Obs,Time of Day,DateTime,Nos Stars-L,Nos Stars-R,Nos Stars-Tot,Nos_F,Nos_NF,check,Star_1_size,Star_1_position,Star_1_feeding,Star_2_size,Star_2_pos,Star_2_feeding,Star_3_size,Star_3_pos,Star_3_feeding,Star_4_size,Star_4_pos,Star_4_feeding,Star_5_size,Star_5_position,Star_5_feeding,Star_6_size,Star_6_pos,Star_6_feeding,Star_7_size,Star_7_pos,Star_7_feeding,Star_8_size,Star_8_pos,Star_8_feeding,Star_9_size,Star_9_pos,Star_9_feeding,Star_10_size,Star_10_pos,Star_10_feeding,Star_11_size,Star_11_pos,Star_11_feeding,,,,,,,,,
Preference_substrate,2,4,Slate,2,14,N,2/03/2022 21:00,3,0,3,0,3,0,m,lt,nf,m,lt,nf,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,3,14,N,2/03/2022 21:00,5,3,8,2,6,0,m,lt,nf,m,lt,nf,l,lb,nf,m,lb,nf,m,lb,f,m,rt,f,l,rt,nf,l,rb,nf,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,4,14,N,2/03/2022 21:00,1,0,1,1,0,0,m,lb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,5,14,N,2/03/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,6,14,N,2/03/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Other,,14,N,2/03/2022 21:00,9,,9,1,8,0,m,glass,nf,m,glass,nf,m,glass,nf,m,glass,nf,m,glass,nf,l,glass,nf,l,glass,nf,l,glass,nf,l,glass,f,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,1,15,D,3/03/2022 9:00,0,1,1,0,1,0,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,2,15,D,3/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,3,15,D,3/03/2022 9:00,0,1,1,0,1,0,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,4,15,D,3/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,5,15,D,3/03/2022 9:00,1,0,1,0,1,0,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,6,15,D,3/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,,Other,,15,D,3/03/2022 9:00,20,,20,0,0,20,"note-18inbubble LHD top new surface_nf, 1 water intake, 1 under stand nf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,1,15,D,3/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,2,15,D,3/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,3,15,D,3/03/2022 9:00,2,4,6,1,5,0,m,lb,nf,s,lt,nf,s,rt,f,s,rt,nf,s,rt,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,4,15,D,3/03/2022 9:00,4,2,6,1,3,2,m,lt,nf,m,lt,f,s,lt,nf,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,5,15,D,3/03/2022 9:00,2,2,4,0,3,1,m,lb,nf,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,6,15,D,3/03/2022 9:00,1,0,1,0,1,0,s,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,,Other,,15,D,3/03/2022 9:00,3,,3,0,0,3,"note-1 on waterflow,1 top front near surface, 1 front of tank all NF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,1,15,D,3/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,2,15,D,3/03/2022 9:00,0,2,2,0,2,0,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,3,15,D,3/03/2022 9:00,2,1,3,0,3,0,m,lt,nf,m,lt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,4,15,D,3/03/2022 9:00,1,6,7,0,7,0,m,lt,nf,m,rt,nf,m,rb,nf,m,rb,nf,m,rb,nf,m,rb,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,5,15,D,3/03/2022 9:00,2,1,3,0,2,1,s,rb,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,6,15,D,3/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,,Other,,15,D,3/03/2022 9:00,3,,3,0,0,3,m,back-top-surface,,m,back-top-surface,,m,front-on-surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,1,15,D,3/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,2,15,D,3/03/2022 9:00,0,2,2,0,2,0,m,rt,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,3,15,D,3/03/2022 9:00,4,4,8,0,6,2,l,lb,nf,m,lt,nf,m,rt,nf,m,rt,nf,m,rt,nf,s,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,4,15,D,3/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,5,15,D,3/03/2022 9:00,1,1,2,0,2,0,m,lb,nf,s,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,6,15,D,3/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,note-all in bubble and aggregated,,,,,,,,,,,
Preference_substrate,2,4,Other,,15,D,3/03/2022 9:00,10,,10,0,10,0,s,backtop,nf,s,backtop,nf,m,backtop,nf,m,backtop,nf,m,backtop,nf,m,backtop,nf,m,backtop,nf,m,backtop,nf,m,backtop,nf,m,backtop,nf,,,,,,,,,,,,
Preference_substrate,2,1,Slate,1,16,N,3/03/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,2,16,N,3/03/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,3,16,N,3/03/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,4,16,N,3/03/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,5,16,N,3/03/2022 21:00,3,0,3,0,3,0,m,lt,nf,m,lt,nf,l,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,6,16,N,3/03/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Other,,16,N,3/03/2022 21:00,18,,18,0,0,18,"note-17 bubble stream left wall top, 1 bubble stream mid wall (m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,1,16,N,3/03/2022 21:00,1,0,1,0,1,0,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,2,16,N,3/03/2022 21:00,0,1,1,1,0,0,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,3,16,N,3/03/2022 21:00,1,3,4,1,3,0,m,lt,nf,m,rt,nf,m,rt,nf,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,4,16,N,3/03/2022 21:00,5,1,6,2,4,0,l,lt,f,l,lt,nf,m,lt,nf,m,lt,nf,l,lb,f,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,5,16,N,3/03/2022 21:00,2,2,4,2,2,0,m,lb,f,m,lb,f,m,rt,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,6,16,N,3/03/2022 21:00,2,0,2,0,2,0,m,lt,nf,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Other,,16,N,3/03/2022 21:00,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,1,16,N,3/03/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,2,16,N,3/03/2022 21:00,0,1,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,3,16,N,3/03/2022 21:00,2,3,5,1,4,0,m,lt,nf,m,lt,nf,l,rt,f,l,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,4,16,N,3/03/2022 21:00,2,4,6,1,5,0,m,lt,nf,m,lt,nf,m,rt,f,m,rt,nf,m,rb,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,5,16,N,3/03/2022 21:00,5,0,5,1,5,-1,m,lt,nf,m,lt,nf,l,lb,nf,m,lb,nf,m,lb,nf,l,lb,f,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,6,16,N,3/03/2022 21:00,2,0,2,2,0,0,m,lt,f,m,lt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,Other,,16,N,3/03/2022 21:00,0,,0,0,0,0,note-2bubbl stream water/air interface far wall (m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,Poly,1,16,N,3/03/2022 21:00,1,0,1,0,1,0,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,Slate,2,16,N,3/03/2022 21:00,2,0,2,1,1,0,m,lt,f,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,Poly,3,16,N,3/03/2022 21:00,3,4,7,2,5,0,l,lb,nf,m,lt,nf,m,lt,nf,l,rt,f,l,rt,f,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,
,2,4,Slate,4,16,N,3/03/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,Poly,5,16,N,3/03/2022 21:00,1,1,2,1,1,0,m,lb,f,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,Slate,6,16,N,3/03/2022 21:00,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,4,Other,,16,N,3/03/2022 21:00,10,,10,0,0,10,Note-10 bubbl stream far wall @ water/air interface (m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,1,17,D,4/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,2,17,D,4/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,3,17,D,4/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,4,17,D,4/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,5,17,D,4/03/2022 9:00,1,0,1,0,1,0,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,6,17,D,4/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Other,,17,D,4/03/2022 9:00,20,,20,0,1,19,note-16 m_leftbackwall/bubble/interface_nf,,,l,backwall,nf,note-3back/right wall/ interface_nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,1,17,D,4/03/2022 9:00,2,0,2,0,2,0,m,lt,nf,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,2,17,D,4/03/2022 9:00,1,0,1,1,0,0,m,lb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,3,17,D,4/03/2022 9:00,2,3,5,1,4,0,m,lb,f,m,lt,nf,m,lt,nf,m,lt,nf,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,4,17,D,4/03/2022 9:00,5,2,7,0,7,0,l,lt,nf,l,lt,nf,m,lt,nf,l,lb,nf,m,lb,nf,l,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,5,17,D,4/03/2022 9:00,1,2,3,1,2,0,m,lb,nf,l,rt,nf,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,6,17,D,4/03/2022 9:00,1,0,1,0,1,0,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Other,,17,D,4/03/2022 9:00,3,,3,0,3,0,m,pipe,nf,l,rwall,nf,m,bottom,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,1,17,D,4/03/2022 9:00,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,2,17,D,4/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,3,17,D,4/03/2022 9:00,2,0,2,0,3,-1,m,lt,nf,m,lt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,4,17,D,4/03/2022 9:00,2,4,6,0,6,0,m,lt,nf,m,lt,nf,m,rt,nf,m,rt,nf,m,rt,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,5,17,D,4/03/2022 9:00,4,1,5,0,5,0,m,rt,nf,l,rb,nf,m,rb,nf,m,rb,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,6,17,D,4/03/2022 9:00,1,0,1,1,0,0,m,lt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Other,,17,D,4/03/2022 9:00,3,,3,0,3,0,l,wallfrontinterface,nf,m,bwallinderface,nf,l,rightwall,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,1,17,D,4/03/2022 9:00,0,1,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,2,17,D,4/03/2022 9:00,1,2,3,1,2,0,m,lt,nf,m,rt,nf,m,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,3,17,D,4/03/2022 9:00,1,1,2,0,2,0,m,lt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,4,17,D,4/03/2022 9:00,0,3,3,0,3,0,m,rb,nf,m,rb,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,5,17,D,4/03/2022 9:00,1,1,2,0,2,0,m,lt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,6,17,D,4/03/2022 9:00,0,1,1,0,2,-1,l,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,backwallbubble,nf,m,frontwall on alage,f,,,,,,
Preference_substrate,2,4,Other,,17,D,4/03/2022 9:00,11,,11,0,10,1,m,backwallbubble,nf,m,backwallbubble,nf,m,backwallbubble,nf,m,backwallbubble,nf,m,backwallbubble,nf,m,backwallbubble,nf,m,backwallbubble,nf,m,backwallbubble,nf,m,backwallbubble,nf,m,backwallbubble,nf,,,,,,,,,,,,
Preference_substrate,2,1,Slate,1,18,N,4/03/2022 21:00,1,0,1,1,0,0,m,lb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,2,18,N,4/03/2022 21:00,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,3,18,N,4/03/2022 21:00,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,4,18,N,4/03/2022 21:00,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,5,18,N,4/03/2022 21:00,1,0,1,0,1,0,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,6,18,N,4/03/2022 21:00,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Other,,18,N,4/03/2022 21:00,20,,20,0,0,20,note-14 m_glass|bubblestream|lbackcornertop_NF;2 m_glass|bubblestream|lbackcornertop_F;|1 m_leftglass|bottom|bubble_nf; 1 m_lglass|water/airinterface_f; 1 l_brglasscorner|waterairinterface_nf; 1 m_bglass|waterairinterface|f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,1,18,N,4/03/2022 21:00,,4,4,3,1,0,m,rt,f,l,rb,f,l,rb,f,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,2,18,N,4/03/2022 21:00,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,3,18,N,4/03/2022 21:00,1,5,6,1,5,0,m,lt,nf,m,rt,nf,m,rt,nf,l,rt,nf,m,rb,nf,m,rb,f,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,4,18,N,4/03/2022 21:00,3,,3,0,3,0,m,lt,nf,m,lt,nf,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,5,18,N,4/03/2022 21:00,1,2,3,2,0,1,l,lb,nf(B),l,rt,f,l,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,6,18,N,4/03/2022 21:00,3,,3,0,3,0,m,lt,nf,m,lb,nf,l,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Other,,18,N,4/03/2022 21:00,3,,3,1,2,0,l,bottomglass|infronthide,f,m,bglass|bubble|waterinterface,nf,m,bglass|bubble|waterinterface,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,1,18,N,4/03/2022 21:00,,,0,1,2,-3,m,lt,nf,l,rt,f,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,2,18,N,4/03/2022 21:00,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,3,18,N,4/03/2022 21:00,,,0,2,1,-3,m,lt,nf(B),m,rt,nf,m,rt,f,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,4,18,N,4/03/2022 21:00,,,0,1,0,-1,m,lt,nf(B),m,lt,nf(B),l,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,5,18,N,4/03/2022 21:00,,,0,3,2,-5,m,lt,nf(B),l,lt,f,l,rt,nf,l,rt,nf,l,rb,f,m,rb,f,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,6,18,N,4/03/2022 21:00,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Other,,18,N,4/03/2022 21:00,,,0,3,1,-4,m,FRCorner|interface,f,m,FRCorner|interface,f,m,frglass|outofwater,nf,m,brcorner|interface,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,1,18,N,4/03/2022 21:00,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,2,18,N,4/03/2022 21:00,,4,4,3,1,0,m,rt,f,m,rt,nf,m,rb,f,m,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,3,18,N,4/03/2022 21:00,,1,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,4,18,N,4/03/2022 21:00,1,,1,0,1,0,l,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,5,18,N,4/03/2022 21:00,2,1,3,2,1,0,m,lt,f,m,lt,nf,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,6,18,N,4/03/2022 21:00,1,,1,1,0,0,m,lt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Other,,18,N,4/03/2022 21:00,11,,11,1,0,10,l,rglasstop,f,Note-aggreation at backglasstop/waterinterface - 4 m_nf; 3m_f ; 1l_f 2m_nf (outofwater),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,1,19,D,5/03/2022 9:00,0,1,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,2,19,D,5/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,3,19,D,5/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,4,19,D,5/03/2022 9:00,2,0,2,1,1,0,m,lb,f,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,5,19,D,5/03/2022 9:00,1,0,1,0,1,0,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,6,19,D,5/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Other,,19,D,5/03/2022 9:00,20,,20,0,0,20,note-15 m_bubbleslwall_nf; 2 l_bubblelw_nf; l_backwall_nf; 2 m_frontrcorner_nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,1,19,D,5/03/2022 9:00,1,0,1,1,1,-1,m,rt,nf,m,rt,f,note(on filamentous algae-assumed to be feeding),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,2,19,D,5/03/2022 9:00,3,1,4,1,3,0,m,lt,nf,m,lt,nf,m,lb,f,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,3,19,D,5/03/2022 9:00,2,0,2,0,2,0,m,lt,nf,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,4,19,D,5/03/2022 9:00,0,2,2,1,1,0,m,rt,nf,l,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,5,19,D,5/03/2022 9:00,3,1,4,1,3,0,m,lt,nf,m,lt,nf,m,lt,f,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,6,19,D,5/03/2022 9:00,1,0,1,0,1,0,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Other,,19,D,5/03/2022 9:00,7,,7,0,7,0,l,bubble|backwall,nf,l,bubble|backwall,nf,,bubs|back,nf,,bubs|back,nf,m,hose,nf,m,rwall,nf,l,hide,nf,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,1,19,D,5/03/2022 9:00,1,0,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,2,19,D,5/03/2022 9:00,1,0,1,0,1,0,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,3,19,D,5/03/2022 9:00,2,0,2,1,1,0,m,lt,nf,m,lb,f,note-(onascidian),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
